complex_word	simple_word	POS	complex_lemma	simple_lemma	complex_index	simple_index	complex_sentence	simple_sentence
disconsolate	inconsolable	JJ	disconsolate	inconsolable	15	15	baki , whose wife in lincoln gave birth to a boy days ago , was disconsolate about events on the other side of the world .	baki , whose wife in lincoln gave birth to a boy days ago , was inconsolable about events on the other side of the world .
digging	work	NN	digging	work	8	8	the humidity , heat and muddy soil made digging difficult .	the humidity , heat and muddy soil made work difficult .
role	place	NN	role	place	13	13	she describes herself as a '' trailblazer '' and said she celebrates her role in history .	she describes herself as a '' trailblazer '' and said she celebrates her place in history .
place	effect	NN	place	effect	11	11	nixon did not say how long the curfew would be in place .	nixon did not say how long the curfew would be in effect .
complex	center	NN	complex	center	5	5	they also barricaded a shopping complex about half a mile down the road .	they also barricaded a shopping center about half a mile down the road .
procession	line	NN	procession	line	18	18	at least 200 demonstrators holding signs and chanting cries for justice marched along the avenue in a peaceful procession .	at least 200 demonstrators holding signs and chanting cries for justice marched along the avenue in a peaceful line .
disperse	leave	VB	disperse	leave	8	8	officers in riot gear ordered all protesters to disperse .	officers in riot gear ordered all protesters to leave .
house	hold	VB	house	hold	19	19	from 2004 to 2010 , the federal government hired a youth jail center in vincennes , indiana , to house immigrant children .	from 2004 to 2010 , the federal government hired a youth jail center in vincennes , indiana , to hold immigrant children .
rhetoric	talk	NN	rhetoric	talk	2	2	although compassionate rhetoric about immigrants is good politics , it is not good policy .	although compassionate talk about immigrants is good politics , it is not good policy .
trek	journey	NN	trek	journey	15	15	one thing we all can agree upon is that no one should risk the thousand-mile trek through mexico .	one thing we all can agree upon is that no one should risk the thousand-mile journey through mexico .
measure	proposal	NN	measure	proposal	8	8	republicans made these arguments while crafting a tough measure .	republicans made these arguments while crafting a tough proposal .
legitimate	peaceful	JJ	legitimate	peaceful	8	8	and they interrupt the deeper conversation that the legitimate demonstrators are trying to advance .	and they interrupt the deeper conversation that the peaceful demonstrators are trying to advance .
mayhem	violence	NN	mayhem	violence	12	12	the debate fits into a larger pattern : a huge upsurge of mayhem in the 1970s and 1980s led to tough-on-crime measures across the country .	the debate fits into a larger pattern : a huge upsurge of violence in the 1970s and 1980s led to tough-on-crime measures across the country .
increase	jump	NN	increase	jump	4	4	there was a huge increase in violence in the 1970s and 1980s .	there was a huge jump in violence in the 1970s and 1980s .
excessive	overpowering	JJ	excessive	overpowering	12	12	lack of training and leadership can be as big a problem as excessive equipment , said ron mccarthy .	lack of training and leadership can be as big a problem as overpowering equipment , said ron mccarthy .
statistic	fact	NN	statistic	fact	22	22	the zoo participates in the american association of zoos and aquariums ' 96 elephants campaign , which draws attention to a startling statistic : 96 wild elephants are poached every day .	the zoo participates in the american association of zoos and aquariums ' 96 elephants campaign , which draws attention to a startling fact : 96 wild elephants are poached every day .
creation	robot	NN	creation	robot	6	6	three teenage girls question whether their creation will be ready for its next challenge .	three teenage girls question whether their robot will be ready for its next challenge .
descent	background	NN	descent	background	9	9	but for americans of middle eastern and north african descent , or '' mena , '' it 's a real head-scratcher .	but for americans of middle eastern and north african background , or '' mena , '' it 's a real head-scratcher .
unperturbed	unaffected	JJ	unperturbed	unaffected	29	29	in its song '' deyman ijebeh , '' arabic for '' always positive , '' ashekman makes fun of what they see as attempts by the lebanese to appear unperturbed by their country 's instability .	in its song '' deyman ijebeh , '' arabic for '' always positive , '' ashekman makes fun of what they see as attempts by the lebanese to appear unaffected by their country 's instability .
crude	simple	JJ	crude	simple	14	14	they saved items buried beneath thick layers of sand and driftwood : arrowheads , crude stone tools , rope and fabric woven out of sea grass .	they saved items buried beneath thick layers of sand and driftwood : arrowheads , simple stone tools , rope and fabric woven out of sea grass .
pseudonym	name	NN	pseudonym	name	20	20	no one has come forward as its creator , but he or she -- or they -- operate under the pseudonym satoshi nakamoto .	no one has come forward as its creator , but he or she -- or they -- operate under the name satoshi nakamoto .
suv	car	NN	suv	car	3	3	naylor drives her suv through a beautiful area .	naylor drives her car through a beautiful area .
hum	noise	NN	hum	noise	13	13	they want the sound of blowing wind and singing birds , not the hum of traffic .	they want the sound of blowing wind and singing birds , not the noise of traffic .
obscene	offensive	JJ	obscene	offensive	17	17	after the mainstream attention and online discussions , the giants added '' culturally insensitive '' garb to obscene language , abusive behavior and other misdeeds that can get fans thrown out of the stadium .	after the mainstream attention and online discussions , the giants added '' culturally insensitive '' garb to offensive language , abusive behavior and other misdeeds that can get fans thrown out of the stadium .
leadership	power	NN	leadership	power	7	7	the war bonnet was their symbol of leadership , he said .	the war bonnet was their symbol of power , he said .
requirement	limit	NN	requirement	limit	4	4	there is no age requirement for shooting at the range , and children seem to visit it most weekends .	there is no age limit for shooting at the range , and children seem to visit it most weekends .
silhouette	outline	NN	silhouette	outline	13	13	blake carrington took aim at a paper target with the black and blue silhouette of a person .	blake carrington took aim at a paper target with the black and blue outline of a person .
coastline	coast	NN	coastline	coast	14	14	they visited the elwha dam-removal project , saw the duwamish river and the pacific coastline .	they visited the elwha dam-removal project , saw the duwamish river and the pacific coast .
identify	name	VB	identify	name	3	3	daniel can also identify the head of the israeli army and the top hamas political leaders .	daniel can also name the head of the israeli army and the top hamas political leaders .
industry	airline	NN	industry	airline	4	4	such moves have led industry profits to near-record levels .	such moves have led airline profits to near-record levels .
doctoral	graduate	JJ	doctoral	graduate	7	7	she was exploring the question as a doctoral student a few years ago when vanburen tracked her down .	she was exploring the question as a graduate student a few years ago when vanburen tracked her down .
virulent	deadly	JJ	virulent	deadly	10	10	their insights may help us understand what makes it so virulent and point the way to better treatments .	their insights may help us understand what makes it so deadly and point the way to better treatments .
park	zoo	NN	park	zoo	2	2	in the park was a pack of 12 wolves .	in the zoo was a pack of 12 wolves .
mobile	online	JJ	mobile	online	3	3	that could make mobile payments easier by letting users register the prints of multiple fingers or sign their signature more easily on their smartphone screens , margolis said .	that could make online payments easier by letting users register the prints of multiple fingers or sign their signature more easily on their smartphone screens , margolis said .
assess	debate	VBP	assess	debate	10	10	analysts say smartphone manufacturers will be watching apple as they assess whether to use sapphire in their own devices .	analysts say smartphone manufacturers will be watching apple as they debate whether to use sapphire in their own devices .
debate	consider	VBP	debate	consider	10	10	analysts say smartphone manufacturers will be watching apple as they debate whether to use sapphire in their own devices .	analysts say smartphone manufacturers will be watching apple as they consider whether to use sapphire in their own devices .
simply	just	RB	simply	just	14	14	nothing could have attacked dreadnoughtus and won , scientists say , because it was simply too big .	nothing could have attacked dreadnoughtus and won , scientists say , because it was just too big .
specimen	dinosaur	NN	specimen	dinosaur	1	1	the specimen found in patagonia died sometime between 66 million and 84 million years ago .	the dinosaur found in patagonia died sometime between 66 million and 84 million years ago .
remains	bones	NNS	remains	bone	6	6	lacovara first stumbled on the crumbled remains of the dreadnoughtus during a fossil-hunting trip in february 2005 .	lacovara first stumbled on the crumbled bones of the dreadnoughtus during a fossil-hunting trip in february 2005 .
area	section	NN	area	section	5	5	it will include a 12-bed area for health workers who become sick .	it will include a 12-bed section for health workers who become sick .
prove	be	VB	prove	be	3	3	the project may prove too ambitious , however .	the project may be too ambitious , however .
ambitious	difficult	JJ	ambitious	difficult	5	5	the project may be too ambitious , however .	the project may be too difficult , however .
striking	major	JJ	striking	major	5	5	obama 's announcement is a striking shift for the president .	obama 's announcement is a major shift for the president .
network	plan	NN	network	plan	9	9	what she found was the story of a rescue network set up by a jewish businessman , sam van perlstein .	what she found was the story of a rescue plan set up by a jewish businessman , sam van perlstein .
documentary	movie	NN	documentary	movie	7	7	betsalel is turning the story into a documentary .	betsalel is turning the story into a movie .
show	say	VB	show	say	3	3	he needed to show that he was only part jewish .	he needed to say that he was only part jewish .
underground	resistance	NN	underground	resistance	6	6	others , including members of the underground and british pilots , also were saved .	others , including members of the resistance and british pilots , also were saved .
cell	group	NN	cell	group	6	6	he said the head of the cell had also been arrested .	he said the head of the group had also been arrested .
bowdlerize	censor	VB	bowdlerize	censor	3	3	or they could bowdlerize the course material in the name of sensitivity .	or they could censor the course material in the name of sensitivity .
beat	street	NN	beat	street	11	11	kadra mohamed , 22 , is a new cop on the beat .	kadra mohamed , 22 , is a new cop on the street .
extremely	very	RB	extremely	very	7	7	health problems among native people have become extremely widespread and serious , she said .	health problems among native people have become very widespread and serious , she said .
referendum	election	NN	referendum	election	24	24	glasgow , scotland -- across scotland , dinner table talk is getting heated as families argue over how to vote in scotland 's independence referendum .	glasgow , scotland -- across scotland , dinner table talk is getting heated as families argue over how to vote in scotland 's independence election .
battle	race	NN	battle	race	10	10	republican representative tom cotton , who 's in a neck-and-neck battle for the senate against democratic incumbent mark pryor , does n't own property in the state .	republican representative tom cotton , who 's in a neck-and-neck race for the senate against democratic incumbent mark pryor , does n't own property in the state .
appear	are	VBP	appear	be	1	1	many appear frightened by loud noises .	many are frightened by loud noises .
enriched	mixed	JJ	enriched	mixed	3	3	meals include porridge enriched with stewed canned meat .	meals include porridge mixed with stewed canned meat .
campaign	decision	NN	campaign	decision	10	10	many saw it as a '' heads versus hearts '' campaign .	many saw it as a '' heads versus hearts '' decision .
inclination	desire	NN	inclination	desire	6	6	and we humans have shown no inclination to stop the activities -- overexploitation for food , habitat destruction and others -- that drive extinction .	and we humans have shown no desire to stop the activities -- overexploitation for food , habitat destruction and others -- that drive extinction .
entry	article	NN	entry	article	2	2	the britannica entry was near the middle of page 2 .	the britannica article was near the middle of page 2 .
site	village	NN	site	village	17	17	had the work not started when it did in 2009 , thousands of artifacts at this one site would have washed away .	had the work not started when it did in 2009 , thousands of artifacts at this one village would have washed away .
confirm	support	VBP	confirm	support	2	2	the artifacts confirm and add detail to the stories of the village , knecht said .	the artifacts support and add detail to the stories of the village , knecht said .
ivory	tusk	NN	ivory	tusk	7	7	a tiny seal amulet made of mammoth ivory .	a tiny seal amulet made of mammoth tusk .
evolution	history	NN	evolution	history	7	7	pieces of model kayaks that show the evolution of the design .	pieces of model kayaks that show the history of the design .
recreate	try	VB	recreate	try	4	4	it inspired him to recreate some of the designs .	it inspired him to try some of the designs .
puny	thin	JJ	puny	thin	5	5	mars ' atmosphere is so puny , it amounts to less than one percent of earth 's .	mars ' atmosphere is so thin , it amounts to less than one percent of earth 's .
maneuver	move	NN	maneuver	move	8	8	on sunday night , it completed a tricky maneuver that allowed mars ' gravity to pull it into orbit .	on sunday night , it completed a tricky move that allowed mars ' gravity to pull it into orbit .
juggernaut	rise	NN	juggernaut	rise	9	9	pollution is the dark side of china 's economic juggernaut .	pollution is the dark side of china 's economic rise .
arable	usable	JJ	arable	usable	9	9	industrial contaminants have fouled about one-fifth of china 's arable farmland .	industrial contaminants have fouled about one-fifth of china 's usable farmland .
heavily	very	RB	heavily	very	9	9	three-fourths of the nation 's lakes and rivers are heavily polluted .	three-fourths of the nation 's lakes and rivers are very polluted .
melee	fight	NN	melee	fight	21	21	in may , a protest of a planned waste incinerator in hangzhou , south of shanghai , also turned into a melee .	in may , a protest of a planned waste incinerator in hangzhou , south of shanghai , also turned into a fight .
generate	make	VB	generate	make	7	7	by 2030 , it is expected to generate twice as much waste as the united states .	by 2030 , it is expected to make twice as much waste as the united states .
insurance	care	NN	insurance	care	17	17	last year , the delaware and maryland extensions developed a training program to help people buy health insurance .	last year , the delaware and maryland extensions developed a training program to help people buy health care .
service	water	NN	service	water	3	3	peasant said her service was unexpectedly restored in june by a woman she believed to be a dwsd worker .	peasant said her water was unexpectedly restored in june by a woman she believed to be a dwsd worker .
laudable	excellent	JJ	laudable	excellent	6	6	most parents would agree these are laudable goals .	most parents would agree these are excellent goals .
virtual	near	JJ	virtual	near	14	14	if it had also won the fighter competition , it would have held a virtual monopoly on air force combat jets .	if it had also won the fighter competition , it would have held a near monopoly on air force combat jets .
build	get	VB	build	get	8	8	this put lockheed in a stronger position to build political support in congress .	this put lockheed in a stronger position to get political support in congress .
conflict	fighting	NN	conflict	fighting	8	8	there was no call for it in the conflict above libya .	there was no call for it in the fighting above libya .
outgun	overpower	VB	outgun	overpower	22	22	but those f-15s still represent the majority of a so-called '' air superiority fleet '' -- the jets that are supposed to outgun enemy aircraft and gain control of the sky .	but those f-15s still represent the majority of a so-called '' air superiority fleet '' -- the jets that are supposed to overpower enemy aircraft and gain control of the sky .
deprivation	loss	NN	deprivation	loss	28	28	the next year , then-defense secretary leon panetta directed the air force to allow f-22s to fly only near potential landing sites in case a pilot experienced oxygen deprivation .	the next year , then-defense secretary leon panetta directed the air force to allow f-22s to fly only near potential landing sites in case a pilot experienced oxygen loss .
scandal	incident	NN	scandal	incident	10	10	pierson had been appointed in the wake of a 2012 scandal in which a dozen agents allegedly hired prostitutes in colombia while preparing for a presidential trip .	pierson had been appointed in the wake of a 2012 incident in which a dozen agents allegedly hired prostitutes in colombia while preparing for a presidential trip .
kindling	firewood	NN	kindling	firewood	15	15	the sidewalk was lined with yellow weeds , dying grass and trees more fit for kindling than shade .	the sidewalk was lined with yellow weeds , dying grass and trees more fit for firewood than shade .
implore	urge	VB	implore	urge	2	2	they will implore citizens who might have come in contact with duncan to go to the hospital and to contact the cdc .	they will urge citizens who might have come in contact with duncan to go to the hospital and to contact the cdc .
mammal	animal	NN	mammal	animal	13	13	science and years of experience prove that there is no danger to marine mammal populations , it added .	science and years of experience prove that there is no danger to marine animal populations , it added .
lattice	structure	NN	lattice	structure	19	19	inside semiconductors , electrons and '' holes , '' or spaces without electrons , can move around the crystal lattice to allow electrical current to flow .	inside semiconductors , electrons and '' holes , '' or spaces without electrons , can move around the crystal structure to allow electrical current to flow .
hold	control	VBP	hold	control	20	20	a cease-fire is in place -- more or less -- in ukraine between its government and the separatists , who hold the major eastern cities of donetsk and luhansk .	a cease-fire is in place -- more or less -- in ukraine between its government and the separatists , who control the major eastern cities of donetsk and luhansk .
calm	peace	NN	calm	peace	7	7	and perhaps a third group just wants calm .	and perhaps a third group just wants peace .
solution	plan	NN	solution	plan	11	11	the ukrainian government and the separatists have to work out a solution to please everyone .	the ukrainian government and the separatists have to work out a plan to please everyone .
figure	scenario	NN	figure	scenario	2	2	but that figure could be avoided .	but that scenario could be avoided .
honor	prize	NN	honor	prize	1	1	the honor was n't just a turning point for king and the civil rights movement , but also for atlanta .	the prize was n't just a turning point for king and the civil rights movement , but also for atlanta .
curator	head	NN	curator	head	4	4	kelly flaherty clark , curator of animal training at seaworld , said the changes concern her .	kelly flaherty clark , head of animal training at seaworld , said the changes concern her .
citation	ban	NN	citation	ban	10	10	this year , seaworld decided to give up fighting a citation that effectively bars trainers from performing in the water with killer whales .	this year , seaworld decided to give up fighting a ban that effectively bars trainers from performing in the water with killer whales .
ban	stop	VB	ban	stop	14	14	in california , a bill in the legislature was proposed this year that would ban killer whale shows and breeding .	in california , a bill in the legislature was proposed this year that would stop killer whale shows and breeding .
tense	difficult	JJ	tense	difficult	3	3	the conversation was tense , she said .	the conversation was difficult , she said .
unfounded	false	JJ	unfounded	false	10	10	some of the concerns are warranted ; others are largely unfounded .	some of the concerns are warranted ; others are largely false .
energy	oil	NN	energy	oil	14	14	it will be key to lithuania 's plans to reduce its reliance on russian energy .	it will be key to lithuania 's plans to reduce its reliance on russian oil .
ceo	head	NN	ceo	head	4	4	heather arnet is the ceo of the women &amp; amp ; girls foundation of western pennsylvania .	heather arnet is the head of the women &amp; amp ; girls foundation of western pennsylvania .
cordon	blockade	NN	cordon	blockade	8	8	but by late in the evening , the cordon around parliament was lifted and police said there was no longer any threat to the public in the area .	but by late in the evening , the blockade around parliament was lifted and police said there was no longer any threat to the public in the area .
city	government	NN	city	government	3	3	for example , city buildings can no longer water lawns , plants and trees more than two days a week .	for example , government buildings can no longer water lawns , plants and trees more than two days a week .
object	shape	NN	object	shape	5	5	it picked up a round object in the middle of his chest .	it picked up a round shape in the middle of his chest .
serve	help	VBP	serve	help	13	13	fourteen repurposed parking meters across the city will collect change for nonprofits that serve the homeless .	fourteen repurposed parking meters across the city will collect change for nonprofits that help the homeless .
proposition	vote	NN	proposition	vote	5	5	even though the california labeling proposition lost , cooper said the effort helped raise awareness on the issue .	even though the california labeling vote lost , cooper said the effort helped raise awareness on the issue .
homestead	property	NN	homestead	property	6	6	adams searched his family 's old homestead for artifacts well into the 1960s .	adams searched his family 's old property for artifacts well into the 1960s .
complex	area	NN	complex	area	2	2	the legislative complex consists of several buildings , known as blocks .	the legislative area consists of several buildings , known as blocks .
blow	waste	VBP	blow	waste	3	3	many pro athletes blow their multimillion-dollar salaries .	many pro athletes waste their multimillion-dollar salaries .
agonizing	difficult	JJ	agonizing	difficult	2	2	over five agonizing months , his parents took him to 12 doctors at six hospitals in the philadelphia area .	over five difficult months , his parents took him to 12 doctors at six hospitals in the philadelphia area .
propulsion	rocket	NN	propulsion	rocket	10	10	in 2007 , during a test of the spaceship 's propulsion system , an explosion at the mojave desert airport killed three workers and injured three others .	in 2007 , during a test of the spaceship 's rocket system , an explosion at the mojave desert airport killed three workers and injured three others .
find	guide	VB	find	guide	12	12	basketball superstar lebron james used roosevelt 's speech as a map to find his way back home to ohio .	basketball superstar lebron james used roosevelt 's speech as a map to guide his way back home to ohio .
malaise	slump	NN	malaise	slump	16	16	despite all the hoopla , hello kitty may be entering her fifth decade in a midlife malaise .	despite all the hoopla , hello kitty may be entering her fifth decade in a midlife slump .
sensation	craze	NN	sensation	craze	7	7	sanrio is searching for the next cute sensation .	sanrio is searching for the next cute craze .
clout	power	NN	clout	power	5	5	all second-term presidents lose considerable clout at this mark .	all second-term presidents lose considerable power at this mark .
head	fly	VB	head	fly	5	5	next week , obama will head to asia and australia for meetings .	next week , obama will fly to asia and australia for meetings .
become	be	VB	become	be	2	2	obama will become '' yesterday 's news '' as soon as the 2016 presidential race begins , said new hampshire state senator lou d ' allesandro .	obama will be '' yesterday 's news '' as soon as the 2016 presidential race begins , said new hampshire state senator lou d ' allesandro .
have	keep	VB	have	keep	10	10	it was worth it , in the end , to have the home he built and to be able to dream about his great-grandchildren someday staring up at the trees he 'd planted .	it was worth it , in the end , to keep the home he built and to be able to dream about his great-grandchildren someday staring up at the trees he 'd planted .
idyllic	picturesque	JJ	idyllic	picturesque	9	9	lake mission viejo is southern california at its most idyllic and , when it comes to water , its most extravagant .	lake mission viejo is southern california at its most picturesque and , when it comes to water , its most extravagant .
devaluation	business	NN	devaluation	business	17	17	however , in the wall street journal piece , swift had important points to make about the devaluation of music .	however , in the wall street journal piece , swift had important points to make about the business of music .
valid	correct	JJ	valid	correct	26	26	but swift 's larger point -- that if they can afford to , musicians should n't cheapen their music by just giving it away -- is valid .	but swift 's larger point -- that if they can afford to , musicians should n't cheapen their music by just giving it away -- is correct .
dilemma	problem	NN	dilemma	problem	9	9	to stream or not to stream is a thorny dilemma for fans , too .	to stream or not to stream is a thorny problem for fans , too .
pointed	sharp	JJ	pointed	sharp	9	9	philae was supposed to send out two harpoons -- pointed metal spears -- to attach itself to the comet .	philae was supposed to send out two harpoons -- sharp metal spears -- to attach itself to the comet .
deployment	landing	NN	deployment	landing	13	13	scientists had warned that there was a very real chance that the philae deployment would fail .	scientists had warned that there was a very real chance that the philae landing would fail .
kind	level	NN	kind	level	19	19	china will '' have to up their game by quite a bit to meet their target '' for that kind of alternative power generation , lieberthal said .	china will '' have to up their game by quite a bit to meet their target '' for that level of alternative power generation , lieberthal said .
emitter	producer	NN	emitter	producer	9	9	china is now by far the world 's largest emitter of greenhouse gases .	china is now by far the world 's largest producer of greenhouse gases .
biology	science	NN	biology	science	10	10	that 's where the discovery was made by a college biology professor on a walk .	that 's where the discovery was made by a college science professor on a walk .
transaction	process	NN	transaction	process	5	5	it all begins with a transaction that 's a little more complicated than your typical home sale .	it all begins with a process that 's a little more complicated than your typical home sale .
unprotected	free	JJ	unprotected	free	9	9	the pittsburgh zoo 's elephant care program involves both unprotected and protected contact , she said .	the pittsburgh zoo 's elephant care program involves both free and protected contact , she said .
action	law	NN	action	law	12	12	the judge wrote that combating terror required unquestioning obedience to congress ' action .	the judge wrote that combating terror required unquestioning obedience to congress ' law .
upend	change	VB	upend	change	14	14	the discovery of a royal burial under the temple of the feathered serpent might upend everything known about the city .	the discovery of a royal burial under the temple of the feathered serpent might change everything known about the city .
lead	example	NN	lead	example	9	9	meanwhile , some other states are following california 's lead .	meanwhile , some other states are following california 's example .
specify	say	VB	specify	say	5	5	the 2010 law did not specify what size or type of cage is acceptable , which has led to confusion .	the 2010 law did not say what size or type of cage is acceptable , which has led to confusion .
jumpsuit	uniform	NN	jumpsuit	uniform	11	11	on a recent tuesday , though , williams traded his prison jumpsuit for a gray suit , lavender tie and black shoes .	on a recent tuesday , though , williams traded his prison uniform for a gray suit , lavender tie and black shoes .
competitive	successful	JJ	competitive	successful	19	19	they have created programs to provide the next generation of farmers with the skills and land needed to be competitive .	they have created programs to provide the next generation of farmers with the skills and land needed to be successful .
prospective	new	JJ	prospective	new	11	11	missouri , maryland and virginia are among the states that help prospective farmers find available land .	missouri , maryland and virginia are among the states that help new farmers find available land .
matriarch	mother	NN	matriarch	mother	7	7	a great-grandmother , daniels has been a matriarch , therapist , chef and friend to demonstrators who traveled to ferguson from around the country .	a great-grandmother , daniels has been a mother , therapist , chef and friend to demonstrators who traveled to ferguson from around the country .
lab	class	NN	lab	class	9	9	students in the flipped model stayed interested in the lab and got better grades , the study found .	students in the flipped model stayed interested in the class and got better grades , the study found .
lucrative	wealthy	JJ	lucrative	wealthy	2	2	bakken 's lucrative trucking business includes a mix of large and established companies and small and independent operators .	bakken 's wealthy trucking business includes a mix of large and established companies and small and independent operators .
quell	defeat	VB	quell	defeat	19	19	the best way to keep more ebola cases from checking in at the nearest holiday inn is to help quell the outbreak at its source .	the best way to keep more ebola cases from checking in at the nearest holiday inn is to help defeat the outbreak at its source .
advent	invention	NN	advent	invention	15	15	los angeles -- personal transportation is on the cusp of its greatest transformation since the advent of the internal combustion engine .	los angeles -- personal transportation is on the cusp of its greatest transformation since the invention of the internal combustion engine .
status	wealth	NN	status	wealth	11	11	for a century , cars have been symbols of freedom and status .	for a century , cars have been symbols of freedom and wealth .
evolve	turn	VB	evolve	turn	8	8	buying sexy , fast cars for garages could evolve into buying seat-miles in appliance-like pods , piloted by robots , parked in public stalls .	buying sexy , fast cars for garages could turn into buying seat-miles in appliance-like pods , piloted by robots , parked in public stalls .
jazz	music	NN	jazz	music	10	10	in her home , though , there was also american jazz and thanksgiving celebrations .	in her home , though , there was also american music and thanksgiving celebrations .
dictator	leader	NN	dictator	leader	2	2	after the dictator josef stalin came to power , foreigners were no longer trusted .	after the leader josef stalin came to power , foreigners were no longer trusted .
desal	desalination	NN	desal	desalination	17	17	the remaining 80 percent -- including tiny zooplankton and fish eggs -- will be sucked into the desal plant and killed .	the remaining 80 percent -- including tiny zooplankton and fish eggs -- will be sucked into the desalination plant and killed .
fighting	trouble	NN	fighting	trouble	8	8	the school has managed to survive decades of fighting , a feat that speaks to the toughness of baghdad 's residents through war after war .	the school has managed to survive decades of trouble , a feat that speaks to the toughness of baghdad 's residents through war after war .
discipline	skill	NN	discipline	skill	18	18	black-and-white footage of a 1977 school production of '' the nutcracker '' shows a relatively high level of discipline , with the children dancing in professional-level costumes .	black-and-white footage of a 1977 school production of '' the nutcracker '' shows a relatively high level of skill , with the children dancing in professional-level costumes .
criminology	crime	NN	criminology	crime	10	10	ida dupont is a pace university sociology professor specializing in criminology .	ida dupont is a pace university sociology professor specializing in crime .
glimmer	sign	NN	glimmer	sign	14	14	the storm that hit northern california last weekend gave state water officials the first glimmer of hope in more than a year .	the storm that hit northern california last weekend gave state water officials the first sign of hope in more than a year .
debris	mud	NN	debris	mud	4	4	glendora suffered a massive debris flow in 1969 that destroyed 30 homes .	glendora suffered a massive mud flow in 1969 that destroyed 30 homes .
rebut	contradict	VB	rebut	contradict	10	10	it cites cia cables , emails and interview transcripts to rebut the central justification for torture -- that it thwarted terror plots and saved american lives .	it cites cia cables , emails and interview transcripts to contradict the central justification for torture -- that it thwarted terror plots and saved american lives .
plot	attack	NN	plot	attack	13	13	early on , with cia officials believing he had information on another terror plot , zubaydah was left isolated for 47 days without questioning , the report says .	early on , with cia officials believing he had information on another terror attack , zubaydah was left isolated for 47 days without questioning , the report says .
chick	baby	NN	chick	baby	16	16	the mother began flying up to 150 miles a day in search of food for her chick .	the mother began flying up to 150 miles a day in search of food for her baby .
contain	have	VB	contain	have	8	8	cafeteria lunches sold in elementary schools ca n't contain more than 640 milligrams -lrb- mg -rrb- of sodium .	cafeteria lunches sold in elementary schools ca n't have more than 640 milligrams -lrb- mg -rrb- of sodium .
contradict	counter	VB	contradict	counter	3	3	these findings may contradict the idea that much of the planet 's water reserves were held only in ice or underground , and made only brief appearances on the surface .	these findings may counter the idea that much of the planet 's water reserves were held only in ice or underground , and made only brief appearances on the surface .
survive	last	VB	survive	last	9	9	after all , if these lakes were able to survive for so long , then mars must have had a much thicker atmosphere .	after all , if these lakes were able to last for so long , then mars must have had a much thicker atmosphere .
activist	protester	NN	activist	protester	4	4	then , singer and activist pete seeger helped make '' we shall overcome '' an important song of the 1960s civil rights movement .	then , singer and protester pete seeger helped make '' we shall overcome '' an important song of the 1960s civil rights movement .
punishment	damage	NN	punishment	damage	9	9	those statues had to be restored after decades of punishment from those same new england winds , leet said .	those statues had to be restored after decades of damage from those same new england winds , leet said .
drastically	severely	RB	drastically	severely	21	21	it was once found throughout the island , but extensive hunting from the mid-19th century onward caused its population to drop drastically .	it was once found throughout the island , but extensive hunting from the mid-19th century onward caused its population to drop severely .
peak	top	NN	peak	top	10	10	it took currie 12 years of crossbreeding to reach the peak of the pepper world .	it took currie 12 years of crossbreeding to reach the top of the pepper world .
discourse	conversation	NN	discourse	conversation	16	16	stomping through one of his pepper fields outside fort mill , currie carries on a nonstop discourse about each hybrid planted among long rows of peppers .	stomping through one of his pepper fields outside fort mill , currie carries on a nonstop conversation about each hybrid planted among long rows of peppers .
shapely	curvy	JJ	shapely	curvy	3	3	the peppers are shapely and alluring : orange , red and green spheres glowing in the late autumn sunshine .	the peppers are curvy and alluring : orange , red and green spheres glowing in the late autumn sunshine .
just	even	RB	just	even	6	6	in fact , he said , just the reaper fumes and residue on his lab gloves were too hot for him .	in fact , he said , even the reaper fumes and residue on his lab gloves were too hot for him .
roughly	about	RB	roughly	about	6	6	last year , six teams of roughly 10 students each participated .	last year , six teams of about 10 students each participated .
upbeat	positive	JJ	upbeat	positive	8	8	rio de janeiro city officials offer a more upbeat picture of events in favela do metro .	rio de janeiro city officials offer a more positive picture of events in favela do metro .
pace	track	NN	pace	track	16	16	current prices are now $ 46 below last year 's average , putting the country on pace for a $ 36 billion loss .	current prices are now $ 46 below last year 's average , putting the country on track for a $ 36 billion loss .
intrusion	attack	NN	intrusion	attack	16	16	the obama administration has stopped short of saying openly that north korea was involved in the intrusion .	the obama administration has stopped short of saying openly that north korea was involved in the attack .
skilled	top	JJ	skilled	top	12	12	however , experts believe the country does have a small group of skilled hackers working for it .	however , experts believe the country does have a small group of top hackers working for it .
sight	snack	NN	sight	snack	9	9	kabul , afghanistan -- hot dogs are a rare sight in afghanistan .	kabul , afghanistan -- hot dogs are a rare snack in afghanistan .
country	government	NN	country	government	17	17	noori 's family fled afghanistan when the strict religious group , the taliban , took over the country in the 1990s .	noori 's family fled afghanistan when the strict religious group , the taliban , took over the government in the 1990s .
compete	play	VB	compete	play	5	5	someday , she hopes to compete professionally .	someday , she hopes to play professionally .
alter	turn	VBP	alter	turn	1	1	they alter land into a sponge that soaks up water .	they turn land into a sponge that soaks up water .
insist	say	VBP	insist	say	2	2	navajo leaders insist the plant and coal mine are important .	navajo leaders say the plant and coal mine are important .
ray	stingray	NN	ray	stingray	3	3	he saw a ray jump out of the water a few feet from him .	he saw a stingray jump out of the water a few feet from him .
