word	word_index	number_of_complex_annotators	context
get	35	0	`` This year is a whole new level of crazy , '' said Ara Azhderian of the San Joaquin & amp ; Delta - Mendota Water Authority , representing many farmers who are forecast to get zero water this year .
water	37	0	`` This year is a whole new level of crazy , '' said Ara Azhderian of the San Joaquin & amp ; Delta - Mendota Water Authority , representing many farmers who are forecast to get zero water this year .
fear	1	0	Besides fear , exactly what is setting everybody off ?
exactly	3	0	Besides fear , exactly what is setting everybody off ?
setting	6	0	Besides fear , exactly what is setting everybody off ?
everybody	7	0	Besides fear , exactly what is setting everybody off ?
perennial	23	7	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
argument	25	3	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
suspicion	28	4	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
politics	32	1	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
Mostly	0	0	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
river	5	0	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
water	6	0	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
allowed	7	0	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
reach	9	0	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
filled	26	0	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
lawsuits	30	0	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento - San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .
agriculture	25	4	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
farm	3	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
groups	4	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
say	5	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
much	7	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
water	8	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
allowed	11	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
escape	13	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
ocean	16	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
nature	18	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
robbing	20	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
industry	26	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion - dollar agriculture industry .
Environmental	0	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
fishery	2	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
groups	3	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
say	4	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
agriculture	5	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
manipulating	7	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
drought	9	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
crisis	10	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
extract	12	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
delta	13	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
water	14	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
exposing	16	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
even	17	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
fish	21	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
fishing	24	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
industry	25	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
catastrophic	27	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
losses	28	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non - threatened fish and the fishing industry to catastrophic losses .
amiss	52	8	& lt;img   class="pull - right "   src="https://newsela - test - files - f331e.s3.amazonaws.com / article_media / extra/20140526_HUMPBACK_FREED_1.jpg "   /&gt ; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .
humpback	58	3	& lt;img   class="pull - right "   src="https://newsela - test - files - f331e.s3.amazonaws.com / article_media / extra/20140526_HUMPBACK_FREED_1.jpg "   /&gt ; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .
passengers	39	2	& lt;img   class="pull - right "   src="https://newsela - test - files - f331e.s3.amazonaws.com / article_media / extra/20140526_HUMPBACK_FREED_1.jpg "   /&gt ; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .
spent	31	0	& lt;img   class="pull - right "   src="https://newsela - test - files - f331e.s3.amazonaws.com / article_media / extra/20140526_HUMPBACK_FREED_1.jpg "   /&gt ; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .
whale	32	0	& lt;img   class="pull - right "   src="https://newsela - test - files - f331e.s3.amazonaws.com / article_media / extra/20140526_HUMPBACK_FREED_1.jpg "   /&gt ; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .
watching	33	0	& lt;img   class="pull - right "   src="https://newsela - test - files - f331e.s3.amazonaws.com / article_media / extra/20140526_HUMPBACK_FREED_1.jpg "   /&gt ; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .
notice	50	0	& lt;img   class="pull - right "   src="https://newsela - test - files - f331e.s3.amazonaws.com / article_media / extra/20140526_HUMPBACK_FREED_1.jpg "   /&gt ; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .
anything	51	0	& lt;img   class="pull - right "   src="https://newsela - test - files - f331e.s3.amazonaws.com / article_media / extra/20140526_HUMPBACK_FREED_1.jpg "   /&gt ; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .
spotted	56	0	& lt;img   class="pull - right "   src="https://newsela - test - files - f331e.s3.amazonaws.com / article_media / extra/20140526_HUMPBACK_FREED_1.jpg "   /&gt ; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .
krill	29	7	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
blooms	27	3	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
feast	24	3	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
humpbacks	32	1	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
surface	15	1	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
attract	31	1	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
whales	4	0	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
young	10	0	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
adult	11	0	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
stuck	12	0	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
dive	21	0	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
bay	35	0	But unlike the other whales , the 25-foot - long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .
biologist	13	6	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
referring	22	2	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
fluke	4	5	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
marine	12	3	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
display	32	1	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
board	15	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
ship	17	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
said	20	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
tail	28	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
flip	29	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
humpbacks	31	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
diving	34	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
feed	36	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture - perfect tail flip that humpbacks display before diving to feed .
buoys	12	6	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
strangely	14	2	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
trailing	20	3	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
passenger	4	1	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
noticed	10	1	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
Looking	0	0	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
closer	1	0	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
Point	7	0	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
Sur	8	0	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
also	9	0	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
several	11	0	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
close	15	0	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
whale	18	0	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .
ensnared	14	9	Black called the U.S. Coast Guard , which soon discovered that the whale was ensnared in a crab pot line .
crab	17	1	Black called the U.S. Coast Guard , which soon discovered that the whale was ensnared in a crab pot line .
pot	18	1	Black called the U.S. Coast Guard , which soon discovered that the whale was ensnared in a crab pot line .
line	19	1	Black called the U.S. Coast Guard , which soon discovered that the whale was ensnared in a crab pot line .
discovered	9	1	Black called the U.S. Coast Guard , which soon discovered that the whale was ensnared in a crab pot line .
Black	0	0	Black called the U.S. Coast Guard , which soon discovered that the whale was ensnared in a crab pot line .
called	1	0	Black called the U.S. Coast Guard , which soon discovered that the whale was ensnared in a crab pot line .
soon	8	0	Black called the U.S. Coast Guard , which soon discovered that the whale was ensnared in a crab pot line .
whale	12	0	Black called the U.S. Coast Guard , which soon discovered that the whale was ensnared in a crab pot line .
involving	9	2	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
federal	10	2	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
agencies	13	2	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
nonprofits	16	4	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
several	18	1	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
battled	26	3	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
survival	41	1	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
led	1	0	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
rescue	7	0	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
effort	8	0	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
state	12	0	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
volunteers	23	0	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
rough	27	0	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
seas	28	0	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
give	35	0	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
humpback	37	0	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
shot	39	0	That led to a weeks - long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .
suppressed	30	8	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
population	14	2	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
rescues	5	1	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
whaling	34	1	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
whale	4	0	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
likely	7	0	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
become	9	0	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
common	11	0	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
humpbacks	16	0	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
whales	19	0	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
continues	20	0	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
climb	22	0	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
coast	26	0	Such large - scale whale rescues are likely to become more common as the population of humpbacks and other whales continues to climb along the California coast , after being suppressed by centuries of whaling .
firefighters	5	2	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
wildland	27	4	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
battling	9	7	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
loss	22	1	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
blaze	28	4	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
wildfire	14	1	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
firefighter	21	1	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
died	6	0	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
northwest	15	0	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
worst	20	0	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
life	24	0	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast - moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .
evacuated	22	9	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
engulfed	20	8	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
blaze	17	3	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
population	27	1	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
firefighters	1	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
went	2	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
missing	3	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
fighting	5	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
fire	9	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
community	23	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
burning	30	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
much	32	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
town	35	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
officials	37	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
said	38	0	The firefighters went missing while fighting the Yarnell Hill fire , an out - of - control blaze that had engulfed the evacuated community of Yarnell , population 649 , burning down much of the town , officials said .
estimated	1	4	An estimated 200 structures were lost .
structures	3	3	An estimated 200 structures were lost .
lost	5	0	An estimated 200 structures were lost .
sponsored	14	7	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
grieving	26	7	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
elite	12	6	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
belonged	2	1	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
firefighters	1	1	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
arrived	35	1	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
unit	13	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
fire	17	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
department	18	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
nearby	20	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
residents	24	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
social	28	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
media	29	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
word	31	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
deaths	34	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .
statement	20	1	`` This is as dark a day as I can remember , '' Arizona Gov. Jan Brewer said in a statement .
dark	4	0	`` This is as dark a day as I can remember , '' Arizona Gov. Jan Brewer said in a statement .
remember	10	0	`` This is as dark a day as I can remember , '' Arizona Gov. Jan Brewer said in a statement .
said	17	0	`` This is as dark a day as I can remember , '' Arizona Gov. Jan Brewer said in a statement .
investigation	9	5	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''
essence	18	9	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''
tragedy	13	4	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''
occurred	14	4	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''
reveals	10	6	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''
dangerous	29	2	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''
longer	6	0	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''
already	20	0	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''
know	21	0	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''
hearts	24	0	`` It may be days or longer before an investigation reveals how this tragedy occurred , but the essence we already know in our hearts : fighting fires is dangerous work . ''
